log_id,timestamp_iso,coder_id,run_id,dictionary_version,tagset_version,export_version,igo,attribute_code_before,indicator_id_before,attribute_code_after,indicator_id_after,evidence_tier,doc_family_inferred,source_type,source_scope,article_section_page,source_uri,trigger_term,coder_action,retained_in_longfile,decision_rationale,review_note,trace_key,retrieval_set,attribute_code_final,coder_action_std,tfidf_cosine,retrieval_method,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,public_text_fields_included,public_release_note
AT-P2-0000835,2025-02-15T15:25:13Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),IIR,IND_IIR_RELATIONS,IIR,IND_IIR_RELATIONS,Substantiation/References,Foundational legal instrument,Convention,—,article 13,https://treaties.un.org/doc/Publication/UNTS/Volume%20888/volume-888-I-12736-English.pdf,MoU,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: inter-institutional relationship evidenced (article 13); partner/mechanism details logged where stated.,df3cce8f0da44e9490dc710720a3ea6d05f41a67,attributes,IIR,ACCEPT,0.0,regex + TF-IDF cosine (ranking),120,14,973db399e80407f38316f75c69924d09a7699859762505d6cbed9a8890f6b59c,527,50,604cf61861333b29646111a629332e188a8aecf59982114cc731bd097f35574b,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000836,2025-02-15T21:13:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Definition/Identification,Foundational legal instrument,Convention,—,—,—,objective,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,520088a28d23ed43a4f02ebbc67ca2d12749d5af,attributes,DO,ACCEPT,0.31680696694451327,regex + TF-IDF cosine (ranking),68,7,cfc2e3d6cd28cecc8a31858061ce6341153fa907dac383fe6fff4139d7cb8ae2,101,11,4ac881028336d7f114406f6a03faeeca7135e4f4bd5a105885fb966e489d9e72,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000837,2025-02-15T21:14:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Explanation/Elaboration,Foundational legal instrument,Convention,—,—,—,objective,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,9634a165ca20c100f843306995e69dafe7fda6f7,attributes,DO,ACCEPT,0.014906327893639422,regex + TF-IDF cosine (ranking),68,7,cfc2e3d6cd28cecc8a31858061ce6341153fa907dac383fe6fff4139d7cb8ae2,450,50,f9846fc33bd6e91b0cdc233966634b08c851a8ca977250cea8ac41f64ba20f63,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000838,2025-02-15T21:15:34Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),DO,IND_DO_OBJECTIVES,DO,IND_DO_OBJECTIVES,Substantiation/References,Foundational legal instrument,Convention,—,Article 2,https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1).,objective,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: institutional purpose articulated (Article 2); coded under DO (distinct from STR).,8c28a51581be8f4b21248b94a4c266fe3fa2c40c,attributes,DO,ACCEPT,0.014906327893639422,regex + TF-IDF cosine (ranking),68,7,cfc2e3d6cd28cecc8a31858061ce6341153fa907dac383fe6fff4139d7cb8ae2,450,50,f9846fc33bd6e91b0cdc233966634b08c851a8ca977250cea8ac41f64ba20f63,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000839,2025-02-16T16:44:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Definition/Identification,Foundational legal instrument,Agreement,—,—,—,strategic plan,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,d99e322b751f3d062080c5ee5092bb30513ec0e1,attributes,STR,ACCEPT,0.18580855413389127,regex + TF-IDF cosine (ranking),222,23,d14c1e35e347959c233174f8b6965fdaeb40270864a02e5b78da4a66276809bf,134,16,babe1e1e9bb61727e47175a274497a98de8b1edfd10fab91eb6e6f8a4c946609,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000840,2025-02-16T16:45:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Explanation/Elaboration,Foundational legal instrument,Agreement,—,—,—,strategic plan,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,5e2c2b6a55ea762782af72eb223872c3a197892c,attributes,STR,ACCEPT,0.01119051269516616,regex + TF-IDF cosine (ranking),222,23,d14c1e35e347959c233174f8b6965fdaeb40270864a02e5b78da4a66276809bf,556,50,d89bcc4a475652df08812460468ab6566d7a5962f63d175c9f16faa7df7b7140,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000841,2025-02-16T16:46:23Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Meteorological Organization (WMO),STR,IND_STR_INSTRUMENTS,STR,IND_STR_INSTRUMENTS,Substantiation/References,Foundational legal instrument,Agreement,—,Not specified (see narrative/citations in cell text),"https://community.wmo.int/en/planning-and-monitoring/strategic-planning#:~:text=The%20process&text=The%20WMO%20Strategic%20Plan%20articulates,the%202020%2D2023%20financial%20period).",strategic plan,Accept,Yes,Substantiates matrix value; citation anchors preserved.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'MRV'.",91f4c65b6a4a7dee72385f6903f4ea5d4aa5102c,attributes,STR,ACCEPT,0.01119051269516616,regex + TF-IDF cosine (ranking),222,23,d14c1e35e347959c233174f8b6965fdaeb40270864a02e5b78da4a66276809bf,556,50,d89bcc4a475652df08812460468ab6566d7a5962f63d175c9f16faa7df7b7140,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000842,2025-02-16T21:08:02Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,established,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: creation date recorded (Not specified (see narrative/citations in cell text)); retained as YE substantiation.,fd57adc65ee9b788cbafe8d822139ab29cd3c636,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),47,5,485f64afbb8d29f9f867b56115eb8af2d362def58405c2efd1ebc1af4599215b,6,1,62bbd57c640a46fa7fde7d6bd283b5b3d4280854ff70a9fc2f30fe93ac084691,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000843,2025-02-17T07:02:19Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),—,global,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: evidence of multi-basin/ABNJ remit (Not specified (see narrative/citations in cell text)); retained for Scale field.,dac234531f771a6a83e3ba0d304e0feb3dbea92f,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking),47,5,485f64afbb8d29f9f867b56115eb8af2d362def58405c2efd1ebc1af4599215b,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000844,2025-02-17T12:15:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),YE,IND_YE_DATE,YE,IND_YE_DATE,Definition/Identification,Foundational legal instrument,Convention,—,—,—,established,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,8a030638cf46cec99a6d79249c37d6fe0cf65f70,attributes,YE,ACCEPT,0.18650937291160458,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,99,9,25b44bda7a426572872a93620649546fac0410efff47d0d56e16bf54583ea1c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000845,2025-02-17T12:16:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),YE,IND_YE_DATE,YE,IND_YE_DATE,Explanation/Elaboration,Foundational legal instrument,Convention,—,—,—,established,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,a9127acd64d371c5da8cbab8877c0155facbae77,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,ea642465219d61370312f45cf567d366b2ee348545c35d3b651ab4296ffa102c,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000846,2025-02-17T12:17:11Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),YE,IND_YE_DATE,YE,IND_YE_DATE,Substantiation/References,Foundational legal instrument,Convention,—,Not specified (see narrative/citations in cell text),—,established,Accept,Yes,Checked for construct fit; retained with source pointer.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,d2967c662dbf23cd9422117b886726cf45c63508,attributes,YE,ACCEPT,0.0,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,ea642465219d61370312f45cf567d366b2ee348545c35d3b651ab4296ffa102c,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000847,2025-02-17T16:56:35Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),DO,—,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://www.worldbank.org/en/about/articles-of-agreement,mandate,Re-tag,Yes,Machine-surfaced excerpt required re-assignment after contextual reading; coding placed under the attribute that matches the indicator definition (Table XX) and matrix narrative.,Re-tagged from DO/SJ candidate set: excerpt provides legal basis/article authority enabling jurisdiction; retained under SoJ.,effc9571baa3cf78b7fc61e69ab0e26024504fcf,attributes,SoJ,RETAG,0.0,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,492,50,c3b107434cd78133debbd668921c18844d768a33edb2f99f777cb96b462dd560,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000848,2025-02-18T02:50:51Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://pubdocs.worldbank.org/en/722361541184234501/IBRDArticlesOfAgreement-English.pdf,mandate,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,b48331f6f3b2c0c01db45ecd751d78cb737d9499,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,459,50,2dc65a3326c2fcb9764abedd80b48969f7ff914c173cf6e93e1f19ac77012f34,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000849,2025-02-18T07:46:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Definition/Identification,Foundational legal instrument,Convention,—,—,—,global,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,03c2b9e751e4f1f7992da1c19071f885c4fea0b1,scale_gate,SCL,ACCEPT,0.3879581861171067,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,116,14,7c1cd40544d541306468286f27c891e4aa833b71eb6461fd6eed1e12f9ecd099,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000850,2025-02-18T07:47:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Explanation/Elaboration,Foundational legal instrument,Convention,—,—,—,global,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,bf28edb44850bb17d096903667803956794350fe,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000851,2025-02-18T07:47:59Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://ida.worldbank.org/sites/default/files/pdfs/ida-articlesofagreement.pdf,mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,46c59ac52b2b10f5c4321593548337af9a4b45f0,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,382,50,96f182bafa705dd500f8cb212223c787f6d757cb02f5497aab456f2cf1a43f68,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000852,2025-02-18T07:48:00Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SCL,IND_SCALE_GLOBAL,SCL,IND_SCALE_GLOBAL,Substantiation/References,Foundational legal instrument,Convention,—,Not specified (see narrative/citations in cell text),—,global,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: mandate reach documented (Not specified (see narrative/citations in cell text)); supports global-layer case definition.,45e10fdb0c350d3770762b850e71ee7e6dd61aed,scale_gate,SCL,ACCEPT,0.27002604662797214,regex + TF-IDF cosine (ranking),72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000858,2025-02-18T12:45:08Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://thedocs.worldbank.org/en/doc/6a4a091b83577eb35e881dbf9016c5c3-0330032020/original/IFCArticlesOfAgreement.pdf,mandate,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: legal basis clause captured (Article s); coded as SoJ with citation anchor where available.,bf1ff463b4e89c462e386953786f9a34891c0656,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,416,50,bea0fb4846fd9056cbefc4b4a37fd324c05e96aacbd3f5c8f83bf058a630c69f,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000859,2025-02-18T17:42:16Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://www.miga.org/sites/default/files/archive/Documents/miga_convention_november_2010.pdf,mandate,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,a7815f43d1a55a2b82a27999ab8f00c68c9a5ef5,attributes,SoJ,ACCEPT,0.0,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,392,50,9692b5c1bc2ebb6597f8227bb0f6648eb33b560232250c1bf0a60b905b44333b,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000860,2025-02-18T22:39:24Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://icsid.worldbank.org/sites/default/files/ICSID%20Convention%20English.pdf,mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: legal basis clause captured (Article s); coded as SoJ with citation anchor where available.,9c6f1c03b81be15509589de5f12713b29595aa96,attributes,SoJ,ACCEPT,0.006899945063937443,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,405,50,43f461de73f0b47f093c17879c12a1e5212616c5bc75693bc391c92d6830e579,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000861,2025-02-19T03:16:48Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Definition/Identification,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,global,Accept,Yes,Attribute definition stored at node to standardise interpretation and prevent construct drift across IGOs.,Definition note recorded in the codebook to anchor retrieval and coding to the theory-informed construct (see Table XX).,d5b14f8c4f01537da80d7964da1ad2bcc6cc09de,attributes,SJ,ACCEPT,0.5159752403933976,regex + TF-IDF cosine (ranking),43,8,768c05bbe733681d6d3a5c6e04bc380acb0b145bdccd71f033ebf7774e3374be,124,16,aff78fd572c7c0e7902b967fa0969a8c71c0d9356c53907a14abb09ce2ba6337,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000862,2025-02-19T03:17:48Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Explanation/Elaboration,Other/unclear,Unspecified (see source_title/source_uri),—,—,—,global,Accept,Yes,Narrative explanation recorded to express how the attribute manifests in the IGO using standardised wording tied to the cited substantiation excerpts.,Explanation/Elaboration text corresponds to the final matrix cell narrative; substantiation lines are recorded in linked excerpt rows under the same IGO × attribute.,55d7cfaa629251a3ec362b3c930e53b961f9ff4c,attributes,SJ,ACCEPT,0.0061975507370152245,regex + TF-IDF cosine (ranking),43,8,768c05bbe733681d6d3a5c6e04bc380acb0b145bdccd71f033ebf7774e3374be,497,45,53d9bf93a6e5ecc296474c3c3b1eefc51cf63789b4ad667cce5c44879aae2477,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000863,2025-02-19T03:18:48Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,Organisation for Economic Co-operation and Development (OECD),SJ,IND_SJ_SCOPE,SJ,IND_SJ_SCOPE,Substantiation/References,Other/unclear,Unspecified (see source_title/source_uri),—,Not specified (see narrative/citations in cell text),"https://www.oecd.org/newsroom/oecd-welcomes-costa-rica-as-its-38th-member.htm#:~:text=The%20OECD's%2038%20members%20are,Norway%2C%20Poland%2C%20Portugal%2C%20Slovak).",global,Accept,Yes,Meets indicator definition; provenance captured for reconstruction.,External portal evidence: spatial remit located (Not specified (see narrative/citations in cell text)); coded as SJ (not SMJ).,aebab7389fd3856e8bc42107cfd07273aa10d199,attributes,SJ,ACCEPT,0.0061975507370152245,regex + TF-IDF cosine (ranking),43,8,768c05bbe733681d6d3a5c6e04bc380acb0b145bdccd71f033ebf7774e3374be,497,45,53d9bf93a6e5ecc296474c3c3b1eefc51cf63789b4ad667cce5c44879aae2477,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000864,2025-02-19T03:36:32Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://www.worldbank.org/en/about/leadership,mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,007799ea72a0da69de3637ef4085fbb2a53a9ebb,attributes,SoJ,ACCEPT,0.009150254584716877,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,378,50,7db7c4e2fbead0b7207fabf316cf4f76d64b1bcfcd7ba965b51dfcaca98f67aa,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000865,2025-02-19T08:33:40Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://pubdocs.worldbank.org/en/259801562965232326/2030Agenda-2019-final-web.pdf,mandate,Accept,Yes,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,fa88d1a3ad3ede80a3c706e2fe9c999bcaf32875,attributes,SoJ,ACCEPT,0.026518141055384907,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,565,50,cf6e7a732bfab07668c6d98e316cef768564c99ba304f6b0cfb5d1a3183bbbac,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000866,2025-02-19T13:30:49Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://unfccc.int/sites/default/files/english_paris_agreement.pdf,mandate,Accept,Yes,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: enabling authority identified (Article s); retained as SoJ substantiation (avoid narrative mandate drift).,b9fdd3bc6299a2a0af07397114d5aaa1c67ff8d8,attributes,SoJ,ACCEPT,0.0188472235109391,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,537,46,ed712473ca82badfe0e024e6f36a2d5aba371acb4b01d15ec197fe351a323783,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
AT-P2-0000867,2025-02-19T18:27:57Z,IA,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,audit_partII_v2,World Bank Group (WBG),SoJ,IND_SOJ_LEGAL,SoJ,IND_SOJ_LEGAL,Substantiation/References,Foundational legal instrument,Convention,—,Article s,https://sustainabledevelopment.un.org/frameworks/addisababaactionagenda,mandate,Accept,Yes,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: jurisdictional source located (Article s); used to populate SoJ with traceable citation.,9a5a81f5f81230f9cd7c043b1ef3fd54d6a2d11c,attributes,SoJ,ACCEPT,0.02002975293646165,regex + TF-IDF cosine (ranking),386,45,50e503d5f331aa0b285180ebd0ea7ce77c64cd02d922533291ab26adabfce75c,449,35,f6b17f59bf805d690dac86ac2e1a0483ddce0fdd7bb717ffdec3931655758b99,No,"Source-title strings and candidate excerpts withheld; coding decisions, locators, URLs, trigger terms, and cryptographic hashes retained."
